code,number_occurrences,root,description
الأنفال,2,نفل,les surplus de bénéfice.
نافلة,2,نفل,"""Non traduit pour le moment"""
ينفوا,1,نفي,ils soient bannis
نقيبا,1,نقب,dirigeants agés
نقبا,1,نقب,"""Non traduit pour le moment"""
فنقبوا,1,نقب,Elles ont parcouru
ينقذون,2,نقذ,"elles me sauveraient."""
فأنقذكم,1,نقذ,alors Il vous a sauvé
يستنقذوه,1,نقذ,"""Non traduit pour le moment"""
تنقذ,1,نقذ,tu peux sauver
نقيرا,2,نقر,de l'équivalent du creux sur un noyau de datte
نقر,1,نقر,sera soufflé
الناقور,1,نقر,le cor.
ونقص,2,نقص,et la perte
ننقصها,2,نقص,"""Non traduit pour le moment"""
ينقصوكم,1,نقص,"""Non traduit pour le moment"""
تنقصوا,1,نقص,"""Non traduit pour le moment"""
منقوص,1,نقص,"""Non traduit pour le moment"""
ينقص,1,نقص,"""Non traduit pour le moment"""
تنقص,1,نقص,retire
انقص,1,نقص,réduis
ينقضون,4,نقض,rompent
نقضهم,2,نقض,leur rupture
تنقضوا,1,نقض,"""Non traduit pour le moment"""
نقضت,1,نقض,"""Non traduit pour le moment"""
أنقض,1,نقض,pesait (sur)
نقعا,1,نقع,de la poussière.
انتقام,4,نقم,la vengeance.
فانتقمنا,4,نقم,Alors nous nous indignâmes
منتقمون,3,نقم,"""Non traduit pour le moment"""
نقموا,2,نقم,ils avaient du ressentiment
تنقمون,1,نقم,vous avez de la haine
فينتقم,1,نقم,alors tirera vengence
تنقم,1,نقم,tu blâme
انتقمنا,1,نقم,"""Non traduit pour le moment"""
لنكبون,1,نكب,"""Non traduit pour le moment"""
مناكبها,1,نكب,ses étendues
ينكثون,2,نكث,désavouèrent.
نكثوا,2,نكث,"""Non traduit pour le moment"""
أنكثا,1,نكث,"""Non traduit pour le moment"""
نكث,1,نكث,"""Non traduit pour le moment"""
ينكث,1,نكث,"""Non traduit pour le moment"""
تنكحوا,4,نكح,vous épouserez
النكاح,3,نكح,de mariage
ينكح,2,نكح,il marie
تنكحوهن,2,نكح,"vous vous mariez avec elle,"
نكاحا,2,نكح,"""Non traduit pour le moment"""
تنكح,1,نكح,elle épouse
ينكحن,1,نكح,elles ré-épousent 
فانكحوا,1,نكح,alors vous pouvez épouser
نكح,1,نكح,a épousé
فانكحوهن,1,نكح,alors épousez-les
ينكحها,1,نكح,"""Non traduit pour le moment"""
وأنكحوا,1,نكح,"""Non traduit pour le moment"""
أنكحك,1,نكح,"""Non traduit pour le moment"""
نكحتم,1,نكح,"""Non traduit pour le moment"""
يستنكحها,1,نكح,"""Non traduit pour le moment"""
نكدا,1,نكد,limitativement.
المنكر,10,نكر,"le mal,"
منكرون,5,نكر,Inconnus / rejetants
نكير,5,نكر,Mon châtiment
والمنكر,3,نكر,"""Non traduit pour le moment"""
نكرا,3,نكر,terrible.
منكر,1,نكر,"la malfaisance,"
بالمنكر,1,نكر,"""Non traduit pour le moment"""
نكرهم,1,نكر,"""Non traduit pour le moment"""
ينكر,1,نكر,"""Non traduit pour le moment"""
منكرة,1,نكر,"""Non traduit pour le moment"""
ينكرونها,1,نكر,"""Non traduit pour le moment"""
نكروا,1,نكر,"""Non traduit pour le moment"""
أنكر,1,نكر,"""Non traduit pour le moment"""
تنكرون,1,نكر,"""Non traduit pour le moment"""
نكر,1,نكر,"""Non traduit pour le moment"""
منكرا,1,نكر,une chose répréhensible
نكسوا,1,نكس,"""Non traduit pour le moment"""
ناكسوا,1,نكس,"""Non traduit pour le moment"""
ننكسه,1,نكس,Nous le faisons régresser
نكص,1,نكص,il tourna
تنكصون,1,نكص,"""Non traduit pour le moment"""
يستنكف,2,نكف,dédaignerait
استنكفوا,1,نكف,dédaignent
نكلا,2,نكل,un exemple dissuasif
تنكيلا,1,نكل,en supplice.
أنكالا,1,نكل,des entraves
نكال,1,نكل,"d""un châtiment exemplaire"
ونمارق,1,نمرق,Et aussi des coussins
النمل,2,نمل,"""Non traduit pour le moment"""
الأنامل,1,نمل,les bouts des doigts
نملة,1,نمل,"""Non traduit pour le moment"""
بنميم,1,نمم,avec des commérages malveillants.
ومنهاجا,1,نهج,"et une méthode pratique,"
الأنهر,43,نهر,les rivières.
والنهار,26,نهر,"et du jour,"
النهار,25,نهر,la clarté du jour
وأنهر,3,نهر,"""Non traduit pour le moment"""
بالنهار,2,نهر,durant le jour.
نهارا,2,نهر,par jour
وأنهرا,2,نهر,"""Non traduit pour le moment"""
أنهرا,2,نهر,des rivières.
بنهر,1,نهر,par un ruisseau.
تنهرهما,1,نهر,"""Non traduit pour le moment"""
نهرا,1,نهر,"""Non traduit pour le moment"""
نهار,1,نهر,"""Non traduit pour le moment"""
أنهر,1,نهر,"""Non traduit pour le moment"""
ونهر,1,نهر,"""Non traduit pour le moment"""
ونهارا,1,نهر,et jour
تنهر,1,نهر,(le) réprimander.
نهوا,5,نهي,ils étaient interdit
انتهوا,4,نهي,ils s'abstiennent
وينهون,4,نهي,et ils interdisent
ينهون,3,نهي,émettent des interdictions
تنته,3,نهي,"""Non traduit pour le moment"""
ينتهوا,2,نهي,ils s'abstiennent
نهيت,2,نهي,ai été interdit
تنتهوا,2,نهي,vous vous abstenez
النهى,2,نهي,"""Non traduit pour le moment"""
ينته,2,نهي,"s'abstient (pas),"
المنتهى,2,نهي,"""Non traduit pour le moment"""
ينهىكم,2,نهي,interdit
فانتهى,1,نهي,puis alors s'abstient
وتنهون,1,نهي,et vous interdisez 
تنهون,1,نهي,vous avez été interdit
ينهىهم,1,نهي,"les empêche,"
يتناهون,1,نهي,"ils s'interdisaient mutuellement,"
منتهون,1,نهي,vous abstiendrez?
نهىكما,1,نهي,vous a intérdit à tous deux
أنهكما,1,نهي,je vous ai interdit à tous deux
وينهىهم,1,نهي,et les dissuade
ينتهون,1,نهي,"""Non traduit pour le moment"""
والناهون,1,نهي,"""Non traduit pour le moment"""
أتنهىنا,1,نهي,"""Non traduit pour le moment"""
أنهىكم,1,نهي,"""Non traduit pour le moment"""
ننهك,1,نهي,"""Non traduit pour le moment"""
وينهى,1,نهي,"""Non traduit pour le moment"""
ونهوا,1,نهي,"""Non traduit pour le moment"""
تنهى,1,نهي,"""Non traduit pour le moment"""
وانه,1,نهي,"""Non traduit pour le moment"""
نهىكم,1,نهي,il vous a interdit
فانتهوا,1,نهي,absentez-vous en donc.
ونهى,1,نهي,et s'opposait à
منتهىها,1,نهي,(incombe) son dénouement.
ينهى,1,نهي,"qui met des interdits,"
لتنوأ,1,نوأ,"""Non traduit pour le moment"""
منيب,4,نوب,repenti / repentant
أناب,3,نوب,"""Non traduit pour le moment"""
أنيب,2,نوب,"""Non traduit pour le moment"""
منيبين,2,نوب,"""Non traduit pour le moment"""
ينيب,2,نوب,"""Non traduit pour le moment"""
وأناب,1,نوب,"""Non traduit pour le moment"""
منيبا,1,نوب,revenant
وأنابوا,1,نوب,et reviennent
وأنيبوا,1,نوب,Et revenez
أنبنا,1,نوب,"nous revenons,"
نوح,29,نوح,Noé
نوحا,7,نوح,Noé
ينوح,4,نوح,"""Non traduit pour le moment"""
ونوحا,3,نوح,"et Noé,"
النار,102,نور,le feu
نار,20,نور,du feu
نارا,19,نور,un feu
النور,10,نور,la lumière.
نورا,9,نور,une clarté
نور,8,نور,une lumière
والنور,3,نور,et la lumière.
نوره,3,نور,son rayonnement
المنير,2,نور,éclairante.
ونور,2,نور,et un éclairage.
فالنار,2,نور,"""Non traduit pour le moment"""
منير,2,نور,"""Non traduit pour le moment"""
منيرا,2,نور,"""Non traduit pour le moment"""
نورهم,2,نور,leur rayonnement 
بنورهم,1,نور,de leur lumière
ينار,1,نور,"""Non traduit pour le moment"""
لنوره,1,نور,"""Non traduit pour le moment"""
بنور,1,نور,de la lumière de
والنار,1,نور,"""Non traduit pour le moment"""
نوركم,1,نور,"vôtre rayonnement""."
ونورهم,1,نور,et leur rayonnement.
نورنا,1,نور,notre rayonnement
الناس,182,نوس,les gens
للناس,51,نوس,envers les gens
والناس,5,نوس,et des gens
بالناس,3,نوس,"envers les gens,"
التناوش,1,نوش,"""Non traduit pour le moment"""
مناص,1,نوص,"""Non traduit pour le moment"""
ناقة,4,نوق,chamelle de
الناقة,3,نوق,la chamelle
نائمون,2,نوم,sont inconscient?
نوم,1,نوم,de sommeil.
منامك,1,نوم,ton sommeil
والنوم,1,نوم,"""Non traduit pour le moment"""
منامكم,1,نوم,"""Non traduit pour le moment"""
المنام,1,نوم,"""Non traduit pour le moment"""
منامها,1,نوم,leur sommeil.
نومكم,1,نوم,votre sommeil
النون,1,نون,"""Non traduit pour le moment"""
والنوى,1,نوي,et les graines de dates.
ينال,2,نيل,affecte
ينالهم,2,نيل,les atteindra en retour
ينالوا,2,نيل,"""Non traduit pour le moment"""
تنالوا,1,نيل,vous atteindrez
تناله,1,نيل,que puisse atteindre
سينالهم,1,نيل,va les atteindre
ينالون,1,نيل,"""Non traduit pour le moment"""
نيلا,1,نيل,"""Non traduit pour le moment"""
يناله,1,نيل,"""Non traduit pour le moment"""
هاؤم,1,ها,"""Tenez, voilà"
هاتوا,4,هات,"""Apportez (donc)"
اهبطوا,4,هبط,"""Descendez"
يهبط,1,هبط,s'écroule
فاهبط,1,هبط,"""Alors descends"
اهبط,1,هبط,"""Non traduit pour le moment"""
اهبطا,1,هبط,"""Non traduit pour le moment"""
هباء,2,هبو,poussières en suspension
فتهجد,1,هجد,"""Non traduit pour le moment"""
هاجروا,5,هجر,émigrent
وهاجروا,4,هجر,et ont émigré
يهاجروا,3,هجر,ils se mobilisent
والمهجرين,3,هجر,"""Non traduit pour le moment"""
المهجرين,2,هجر,les émigrants
واهجروهن,1,هجر,puis délaissez-les
فتهاجروا,1,هجر,pour que vous migriez
يهاجر,1,هجر,migre
مهاجرا,1,هجر,migrant
واهجرنى,1,هجر,"""Non traduit pour le moment"""
تهجرون,1,هجر,"""Non traduit pour le moment"""
مهجورا,1,هجر,"""Non traduit pour le moment"""
مهاجر,1,هجر,"""Non traduit pour le moment"""
هاجرن,1,هجر,"""Non traduit pour le moment"""
هاجر,1,هجر,émigrent
مهجرت,1,هجر,émigrantes
واهجرهم,1,هجر,et désintéresse-toi d'eux
هجرا,1,هجر,d'une désaffection
فاهجر,1,هجر,délaisse donc!
يهجعون,1,هجع,"""Non traduit pour le moment"""
هدا,1,هدد,"""Non traduit pour le moment"""
لهدمت,1,هدم,"""Non traduit pour le moment"""
الهدهد,1,هدهد,"""Non traduit pour le moment"""
يهدى,44,هدي,Il guide
هدى,39,هدي,une orientation
الهدى,26,هدي,"la guidance!"""
وهدى,16,هدي,et (c'est) une guidance
يهتدون,10,هدي,ils étaient guidés.
ويهدى,9,هدي,et il guide
اليهود,8,هدي,les israélites :
يهد,8,هدي,vient en guidance
بالهدى,7,هدي,avec la guidance.
اهتدى,7,هدي,est guidé / est converti
تهتدون,6,هدي,soyez guidé.
أهدى,6,هدي,sont mieux guidés
هدىنا,5,هدي,nous a guidés
مهتدون,5,هدي,bien guidés.
هاد,5,هدي,un guide
اهتدوا,4,هدي,ils sont guidés.
هدىكم,4,هدي,il vous a guidé
هدىهم,4,هدي,"leurs guidances,"
بالمهتدين,4,هدي,de ceux qui ont été comblés par la bonne guidance.
يهدون,4,هدي,qui oriente
مهتدين,3,هدي,des (gens) guidés.
والهدى,3,هدي,"et la guidance,"
فهدى,3,هدي,"Alors guide,"
هدينا,3,هدي,Nous avons guidés.
يهديهم,3,هدي,les guide
تهدى,3,هدي,qui guide
يهتدى,3,هدي,"""Non traduit pour le moment"""
سيهدين,3,هدي,"""Non traduit pour le moment"""
هداى,2,هدي,ma guidance
لمهتدون,2,هدي,"assurément de ceux qui sont guidés""."
تهتدوا,2,هدي,"afin que vous soyez guidés."""
ويهديكم,2,هدي,et qu'il vous guide via
ليهديهم,2,هدي,à ce qu'il les guide
ويهديهم,2,هدي,Et il les guidera
المهتدين,2,هدي,"les guidés""."
يهديه,2,هدي,il le guide
لهدىكم,2,هدي,il vous aurait surement fait don de la guidance
هدىنى,2,هدي,Il m'a guidé
لهدى,2,هدي,"""Non traduit pour le moment"""
المهتد,2,هدي,"""Non traduit pour le moment"""
يهدين,2,هدي,"""Non traduit pour le moment"""
يهتدوا,2,هدي,"""Non traduit pour le moment"""
وهدوا,2,هدي,"""Non traduit pour le moment"""
اهدنا,1,هدي,Accorde-nous
المهتدون,1,هدي,les biens guidés.
هديتنا,1,هدي,tu nous as guidé
يهوديا,1,هدي,un Juif
ولهدينهم,1,هدي,Et Nous les aurions guidé
تهدوا,1,هدي,vous guidiez
هديا,1,هدي,en offrande
اهتديتم,1,هدي,vous avez été guidé.
يهدنى,1,هدي,me guide
هدىن,1,هدي,il m'a guidé?
وهدينهم,1,هدي,et nous les avons guidés
فبهدىهم,1,هدي,alors avec leur guidance
لتهتدوا,1,هدي,afin que vous vous guidiez
لنهتدى,1,هدي,à ce que nous soyons guidés
وتهدى,1,هدي,et tu guide
هدنا,1,هدي,nous nous orientons
المهتدى,1,هدي,"le bien orienté,"
هادى,1,هدي,de guidée
لهدينكم,1,هدي,"""Non traduit pour le moment"""
وهدىه,1,هدي,"""Non traduit pour le moment"""
أهدك,1,هدي,"""Non traduit pour le moment"""
ويهديه,1,هدي,"""Non traduit pour le moment"""
لهاد,1,هدي,"""Non traduit pour le moment"""
هاديا,1,هدي,"""Non traduit pour le moment"""
بهدية,1,هدي,"""Non traduit pour le moment"""
بهديتكم,1,هدي,"""Non traduit pour le moment"""
أتهتدى,1,هدي,"""Non traduit pour le moment"""
يهديكم,1,هدي,"""Non traduit pour le moment"""
بهدى,1,هدي,"""Non traduit pour le moment"""
يهدينى,1,هدي,"""Non traduit pour le moment"""
لنهدينهم,1,هدي,"""Non traduit pour le moment"""
بهد,1,هدي,"""Non traduit pour le moment"""
هدىها,1,هدي,"""Non traduit pour le moment"""
اهتديت,1,هدي,"""Non traduit pour le moment"""
فاهدوهم,1,هدي,"""Non traduit pour le moment"""
وهدينهما,1,هدي,"""Non traduit pour le moment"""
واهدنا,1,هدي,"""Non traduit pour le moment"""
أهديكم,1,هدي,"""Non traduit pour le moment"""
أهدكم,1,هدي,"""Non traduit pour le moment"""
فهدينهم,1,هدي,"""Non traduit pour le moment"""
نهدى,1,هدي,"""Non traduit pour le moment"""
لتهدى,1,هدي,"""Non traduit pour le moment"""
بأهدى,1,هدي,"""Non traduit pour le moment"""
سيهديهم,1,هدي,"""Non traduit pour le moment"""
ويهديك,1,هدي,"""Non traduit pour le moment"""
مهتد,1,هدي,des guidés
يهدوننا,1,هدي,"va nous guider?""."
هدينه,1,هدي,l'avons guidé sur
وأهديك,1,هدي,Et je vais te guider
وهدينه,1,هدي,Et que nous lui avons montré
للهدى,1,هدي,la guidance.
هربا,1,هرب,en fuyant.
يهرعون,2,هرع,"""Non traduit pour le moment"""
هروت,1,هروت,Harout
هرون,11,هرون,Aaron
وهرون,8,هرون,"et Aaron,"
يهرون,1,هرون,"""Non traduit pour le moment"""
يستهزءون,14,هزأ,railleurs.
هزوا,11,هزأ,"en dérision?""."
استهزئ,3,هزأ,il a été fait montre de railleries
مستهزءون,1,هزأ,"blaguions seulement""."
يستهزئ,1,هزأ,se moque
ويستهزأ,1,هزأ,et que l'on raille
استهزءوا,1,هزأ,"""Non traduit pour le moment"""
تستهزءون,1,هزأ,"""Non traduit pour le moment"""
المستهزءين,1,هزأ,"""Non traduit pour le moment"""
اهتزت,2,هزز,"""Non traduit pour le moment"""
تهتز,2,هزز,"""Non traduit pour le moment"""
وهزى,1,هزز,"""Non traduit pour le moment"""
بالهزل,1,هزل,pour l'amusement.
فهزموهم,1,هزم,Alors ils les vainquirent
مهزوم,1,هزم,"""Non traduit pour le moment"""
سيهزم,1,هزم,"""Non traduit pour le moment"""
وأهش,1,هشش,"""Non traduit pour le moment"""
هشيما,1,هشم,"""Non traduit pour le moment"""
كهشيم,1,هشم,"""Non traduit pour le moment"""
هضما,1,هضم,"""Non traduit pour le moment"""
هضيم,1,هضم,"""Non traduit pour le moment"""
مهطعين,3,هطع,à se hâter?
هل,67,هل,Est-ce qu'
فهل,23,هل,"Alors, est-ce que"
وهل,3,هل,"""Non traduit pour le moment"""
هلوعا,1,هلع,anxieux.
أهلكنا,16,هلك,nous avons anéanti
هلك,4,هلك,meurt
يهلك,4,هلك,il anéantisse
أهلكنها,4,هلك,"nous les avons anéanties,"
أهلكنهم,4,هلك,"""Non traduit pour le moment"""
فأهلكنهم,3,هلك,Puis alors nous les avons anéantis
مهلك,3,هلك,anéantissant
يهلكون,2,هلك,ils détruisent
ليهلك,2,هلك,afin de faire périr
نهلك,2,هلك,nous anéantissons / nous décimons / nous ruinons /...
فأهلكوا,2,هلك,ont donc été anéantis
التهلكة,1,هلك,la destruction
ويهلك,1,هلك,et qu'il détruise
فأهلكته,1,هلك,puis alors la détruit.
أهلكتهم,1,هلك,tu les aurais décimés
أتهلكنا,1,هلك,Nous anéantirais-Tu
مهلكهم,1,هلك,les détruire
أفتهلكنا,1,هلك,Allez-vous donc nous détruire
الهلكين,1,هلك,"""Non traduit pour le moment"""
لنهلكن,1,هلك,"""Non traduit pour le moment"""
مهلكوها,1,هلك,"""Non traduit pour le moment"""
لمهلكهم,1,هلك,"""Non traduit pour le moment"""
وأهلكنا,1,هلك,"""Non traduit pour le moment"""
